SUBJECTID,mSens,age,emotion,ACTOR,presentNumber,meanAmpNC
12,lowMSens,olderAgeGroup,A,5,8,-7.101
12,lowMSens,olderAgeGroup,A,5,9,-3.978
12,lowMSens,olderAgeGroup,A,5,10,-21.535
13,higMSens,youngerAgeGroup,B,1,1,-35.967
13,higMSens,youngerAgeGroup,B,1,2,-2.154
13,higMSens,youngerAgeGroup,B,1,3,-37.881
13,higMSens,youngerAgeGroup,B,1,4,-31.876
13,higMSens,youngerAgeGroup,B,1,5,-9.217
13,higMSens,youngerAgeGroup,B,1,6,-35.871
13,higMSens,youngerAgeGroup,B,1,7,-31.048
13,higMSens,youngerAgeGroup,B,1,8,17.974
13,higMSens,youngerAgeGroup,B,1,9,-9.117
13,higMSens,youngerAgeGroup,B,1,10,-39.733
13,higMSens,youngerAgeGroup,B,2,1,-26.37
13,higMSens,youngerAgeGroup,B,2,2,-44.469
13,higMSens,youngerAgeGroup,B,2,3,-6.16
13,higMSens,youngerAgeGroup,B,2,4,-35.674
13,higMSens,youngerAgeGroup,B,2,5,-17.867
13,higMSens,youngerAgeGroup,B,2,6,-7.583
13,higMSens,youngerAgeGroup,B,2,7,-47.564
13,higMSens,youngerAgeGroup,B,2,8,-20.209
13,higMSens,youngerAgeGroup,B,2,9,-10.768
13,higMSens,youngerAgeGroup,B,2,10,-20.596
13,higMSens,youngerAgeGroup,B,3,1,-26.281
13,higMSens,youngerAgeGroup,B,3,2,-2.345
13,higMSens,youngerAgeGroup,B,3,3,14.8
13,higMSens,youngerAgeGroup,B,3,4,-10.935
13,higMSens,youngerAgeGroup,B,3,5,-5.829
13,higMSens,youngerAgeGroup,B,3,6,20.03
13,higMSens,youngerAgeGroup,B,3,7,5.217
13,higMSens,youngerAgeGroup,B,3,8,23.607
13,higMSens,youngerAgeGroup,B,3,9,-13.451
13,higMSens,youngerAgeGroup,B,3,10,-21.916
13,higMSens,youngerAgeGroup,B,4,1,-35.413
13,higMSens,youngerAgeGroup,B,4,2,4.28
13,higMSens,youngerAgeGroup,B,4,3,2.748
13,higMSens,youngerAgeGroup,B,4,4,-45.026
13,higMSens,youngerAgeGroup,B,4,5,-11.591
13,higMSens,youngerAgeGroup,B,4,6,9.792
13,higMSens,youngerAgeGroup,B,4,7,-2.621
13,higMSens,youngerAgeGroup,B,4,8,-12.012
13,higMSens,youngerAgeGroup,B,4,9,20.297
13,higMSens,youngerAgeGroup,B,4,10,27.243
13,higMSens,youngerAgeGroup,B,5,1,5.399
13,higMSens,youngerAgeGroup,B,5,2,-24.931
13,higMSens,youngerAgeGroup,B,5,3,33.284
13,higMSens,youngerAgeGroup,B,5,4,-8.482
13,higMSens,youngerAgeGroup,B,5,5,20.147
13,higMSens,youngerAgeGroup,B,5,6,2.24
13,higMSens,youngerAgeGroup,B,5,7,-12.845
13,higMSens,youngerAgeGroup,B,5,8,-10.036
13,higMSens,youngerAgeGroup,B,5,9,0.735
13,higMSens,youngerAgeGroup,B,5,10,0.455
13,higMSens,youngerAgeGroup,A,1,1,-3.99
13,higMSens,youngerAgeGroup,A,1,2,-11.434
13,higMSens,youngerAgeGroup,A,1,3,1.676
13,higMSens,youngerAgeGroup,A,1,4,6.37
13,higMSens,youngerAgeGroup,A,1,5,-20.08
13,higMSens,youngerAgeGroup,A,1,6,-1.879
13,higMSens,youngerAgeGroup,A,1,7,-1.586
13,higMSens,youngerAgeGroup,A,1,8,-18.654
13,higMSens,youngerAgeGroup,A,1,9,-3.394
13,higMSens,youngerAgeGroup,A,1,10,-0.233
13,higMSens,youngerAgeGroup,A,2,1,-18.713
13,higMSens,youngerAgeGroup,A,2,2,-9.317
13,higMSens,youngerAgeGroup,A,2,3,-28.506
13,higMSens,youngerAgeGroup,A,2,4,-29.471
13,higMSens,youngerAgeGroup,A,2,5,-16.74
13,higMSens,youngerAgeGroup,A,2,6,10.365
13,higMSens,youngerAgeGroup,A,2,7,-40.01
13,higMSens,youngerAgeGroup,A,2,8,-19.946
13,higMSens,youngerAgeGroup,A,2,9,-1.33
13,higMSens,youngerAgeGroup,A,2,10,-19.301
13,higMSens,youngerAgeGroup,A,3,1,-27.797
13,higMSens,youngerAgeGroup,A,3,2,-27.203
13,higMSens,youngerAgeGroup,A,3,3,0.859
13,higMSens,youngerAgeGroup,A,3,4,2.178
13,higMSens,youngerAgeGroup,A,3,5,-18.661
13,higMSens,youngerAgeGroup,A,3,6,8.68
13,higMSens,youngerAgeGroup,A,3,7,-10.524
13,higMSens,youngerAgeGroup,A,3,8,-39.308
13,higMSens,youngerAgeGroup,A,3,9,0.428
13,higMSens,youngerAgeGroup,A,3,10,6.032
13,higMSens,youngerAgeGroup,A,4,1,-39.576
13,higMSens,youngerAgeGroup,A,4,2,-9.953
13,higMSens,youngerAgeGroup,A,4,3,24.873
13,higMSens,youngerAgeGroup,A,4,4,-19.291
13,higMSens,youngerAgeGroup,A,4,5,-2.212
13,higMSens,youngerAgeGroup,A,4,6,-16.906
13,higMSens,youngerAgeGroup,A,4,7,-5.84
13,higMSens,youngerAgeGroup,A,4,8,0.787
13,higMSens,youngerAgeGroup,A,4,9,10.809
13,higMSens,youngerAgeGroup,A,4,10,24.215
13,higMSens,youngerAgeGroup,A,5,1,7.987
13,higMSens,youngerAgeGroup,A,5,2,10.376
13,higMSens,youngerAgeGroup,A,5,3,1.309
13,higMSens,youngerAgeGroup,A,5,4,36.501
13,higMSens,youngerAgeGroup,A,5,5,-5.022
13,higMSens,youngerAgeGroup,A,5,6,-12.046
13,higMSens,youngerAgeGroup,A,5,7,10.984
13,higMSens,youngerAgeGroup,A,5,8,15.277
13,higMSens,youngerAgeGroup,A,5,9,-34.159
13,higMSens,youngerAgeGroup,A,5,10,11.444
14,higMSens,youngerAgeGroup,B,1,1,-7.156
14,higMSens,youngerAgeGroup,B,1,2,3.093
14,higMSens,youngerAgeGroup,B,1,3,-30.256
14,higMSens,youngerAgeGroup,B,1,4,-42.308
14,higMSens,youngerAgeGroup,B,1,5,-9.694
14,higMSens,youngerAgeGroup,B,1,6,-20.106
14,higMSens,youngerAgeGroup,B,1,7,10.202
14,higMSens,youngerAgeGroup,B,1,8,-6.807
14,higMSens,youngerAgeGroup,B,1,9,-24.337
14,higMSens,youngerAgeGroup,B,1,10,-18.249
14,higMSens,youngerAgeGroup,B,2,1,9.524
14,higMSens,youngerAgeGroup,B,2,2,-31.259
14,higMSens,youngerAgeGroup,B,2,3,-11.877
14,higMSens,youngerAgeGroup,B,2,4,-7.235
14,higMSens,youngerAgeGroup,B,2,5,36.219
14,higMSens,youngerAgeGroup,B,2,6,-2.726
14,higMSens,youngerAgeGroup,B,2,7,-34.493
14,higMSens,youngerAgeGroup,B,2,8,-5.497
14,higMSens,youngerAgeGroup,B,2,9,16.631
14,higMSens,youngerAgeGroup,B,2,10,-9.375
14,higMSens,youngerAgeGroup,B,3,1,-44.924
14,higMSens,youngerAgeGroup,B,3,2,-43.061
14,higMSens,youngerAgeGroup,B,3,3,15.595
14,higMSens,youngerAgeGroup,B,3,4,9.156
14,higMSens,youngerAgeGroup,B,3,5,-53.461
14,higMSens,youngerAgeGroup,B,3,6,-22.567
14,higMSens,youngerAgeGroup,B,3,7,-20.56
14,higMSens,youngerAgeGroup,B,3,8,2.053
14,higMSens,youngerAgeGroup,B,3,9,5.824
14,higMSens,youngerAgeGroup,B,3,10,-1.908
14,higMSens,youngerAgeGroup,B,4,1,25.391
14,higMSens,youngerAgeGroup,B,4,2,-26.333
14,higMSens,youngerAgeGroup,B,4,3,-9.058
14,higMSens,youngerAgeGroup,B,4,4,-7.076
14,higMSens,youngerAgeGroup,B,4,5,-35.637
14,higMSens,youngerAgeGroup,B,4,6,6.822
14,higMSens,youngerAgeGroup,B,4,7,0.077
14,higMSens,youngerAgeGroup,B,4,8,-18.663
14,higMSens,youngerAgeGroup,B,4,9,30.32
14,higMSens,youngerAgeGroup,B,4,10,22.493
14,higMSens,youngerAgeGroup,B,5,1,0.956
14,higMSens,youngerAgeGroup,B,5,2,-11.38
14,higMSens,youngerAgeGroup,B,5,3,24.835
14,higMSens,youngerAgeGroup,B,5,4,-26.753
14,higMSens,youngerAgeGroup,B,5,5,-5.249
14,higMSens,youngerAgeGroup,B,5,6,-20.177
14,higMSens,youngerAgeGroup,B,5,7,29.543
14,higMSens,youngerAgeGroup,B,5,8,17.792
14,higMSens,youngerAgeGroup,B,5,9,22.804
14,higMSens,youngerAgeGroup,B,5,10,39.258
14,higMSens,youngerAgeGroup,A,1,1,26.705
14,higMSens,youngerAgeGroup,A,1,2,-50.043
14,higMSens,youngerAgeGroup,A,1,3,-12.495
14,higMSens,youngerAgeGroup,A,1,4,6.446
14,higMSens,youngerAgeGroup,A,1,5,-13.586
14,higMSens,youngerAgeGroup,A,1,6,-31.037
14,higMSens,youngerAgeGroup,A,1,7,19.815
14,higMSens,youngerAgeGroup,A,1,8,0.069
14,higMSens,youngerAgeGroup,A,1,9,-36.77
14,higMSens,youngerAgeGroup,A,1,10,-29.926
14,higMSens,youngerAgeGroup,A,2,1,-3.554
14,higMSens,youngerAgeGroup,A,2,2,-20.31
14,higMSens,youngerAgeGroup,A,2,3,-7.995
14,higMSens,youngerAgeGroup,A,2,4,25.881
14,higMSens,youngerAgeGroup,A,2,5,-20.465
14,higMSens,youngerAgeGroup,A,2,6,-18.504
14,higMSens,youngerAgeGroup,A,2,7,-61.057
14,higMSens,youngerAgeGroup,A,2,8,9.425
14,higMSens,youngerAgeGroup,A,2,9,-7.3
14,higMSens,youngerAgeGroup,A,2,10,-27.673
14,higMSens,youngerAgeGroup,A,3,1,2.638
14,higMSens,youngerAgeGroup,A,3,2,3.854
14,higMSens,youngerAgeGroup,A,3,3,-12.884
14,higMSens,youngerAgeGroup,A,3,4,-35.274
14,higMSens,youngerAgeGroup,A,3,5,-8.802
14,higMSens,youngerAgeGroup,A,3,6,-31.423
14,higMSens,youngerAgeGroup,A,3,7,23.598
14,higMSens,youngerAgeGroup,A,3,8,27.372
14,higMSens,youngerAgeGroup,A,3,9,-41.747
14,higMSens,youngerAgeGroup,A,3,10,-16.461
14,higMSens,youngerAgeGroup,A,4,1,11.458
14,higMSens,youngerAgeGroup,A,4,2,-17.03
14,higMSens,youngerAgeGroup,A,4,3,39.938
14,higMSens,youngerAgeGroup,A,4,4,1.721
14,higMSens,youngerAgeGroup,A,4,5,-16.538
14,higMSens,youngerAgeGroup,A,4,6,16.008
14,higMSens,youngerAgeGroup,A,4,7,15.235
14,higMSens,youngerAgeGroup,A,4,8,-29.662
14,higMSens,youngerAgeGroup,A,4,9,1.749
14,higMSens,youngerAgeGroup,A,4,10,32.924
14,higMSens,youngerAgeGroup,A,5,1,13.815
14,higMSens,youngerAgeGroup,A,5,2,-11.185
14,higMSens,youngerAgeGroup,A,5,3,36.159
14,higMSens,youngerAgeGroup,A,5,4,-13.433
14,higMSens,youngerAgeGroup,A,5,5,-4.847
14,higMSens,youngerAgeGroup,A,5,6,10.096
14,higMSens,youngerAgeGroup,A,5,7,11.25
14,higMSens,youngerAgeGroup,A,5,8,17.742
14,higMSens,youngerAgeGroup,A,5,9,-0.067
14,higMSens,youngerAgeGroup,A,5,10,15.856
15,higMSens,youngerAgeGroup,B,1,1,-30.453
15,higMSens,youngerAgeGroup,B,1,2,-25.91
15,higMSens,youngerAgeGroup,B,1,3,-29.76
15,higMSens,youngerAgeGroup,B,1,4,-23.261
15,higMSens,youngerAgeGroup,B,1,5,-36.84
15,higMSens,youngerAgeGroup,B,1,6,-18.627
15,higMSens,youngerAgeGroup,B,1,7,23.5
15,higMSens,youngerAgeGroup,B,1,8,14.669
15,higMSens,youngerAgeGroup,B,1,9,-19.125
15,higMSens,youngerAgeGroup,B,1,10,-3.152
15,higMSens,youngerAgeGroup,B,2,1,-38.445
15,higMSens,youngerAgeGroup,B,2,2,9.639
15,higMSens,youngerAgeGroup,B,2,3,-18.339
15,higMSens,youngerAgeGroup,B,2,4,-16.574
15,higMSens,youngerAgeGroup,B,2,5,-29.766
15,higMSens,youngerAgeGroup,B,2,6,4.343
15,higMSens,youngerAgeGroup,B,2,7,-17.116
15,higMSens,youngerAgeGroup,B,2,8,11.104
15,higMSens,youngerAgeGroup,B,2,9,-1.899
15,higMSens,youngerAgeGroup,B,2,10,-20.315
15,higMSens,youngerAgeGroup,B,3,1,-5.133
15,higMSens,youngerAgeGroup,B,3,2,-22.136
15,higMSens,youngerAgeGroup,B,3,3,-2.892
15,higMSens,youngerAgeGroup,B,3,4,10.695
15,higMSens,youngerAgeGroup,B,3,5,-21.624
15,higMSens,youngerAgeGroup,B,3,6,-5.169
15,higMSens,youngerAgeGroup,B,3,7,-1.023
15,higMSens,youngerAgeGroup,B,3,8,2.736
15,higMSens,youngerAgeGroup,B,3,9,-31.097
15,higMSens,youngerAgeGroup,B,3,10,10.006
15,higMSens,youngerAgeGroup,B,4,1,-4.127
15,higMSens,youngerAgeGroup,B,4,2,-0.269
15,higMSens,youngerAgeGroup,B,4,3,-21.224
15,higMSens,youngerAgeGroup,B,4,4,-0.083
15,higMSens,youngerAgeGroup,B,4,5,-2.546
15,higMSens,youngerAgeGroup,B,4,6,11.521
15,higMSens,youngerAgeGroup,B,4,7,-15.943
15,higMSens,youngerAgeGroup,B,4,8,-2.636
15,higMSens,youngerAgeGroup,B,4,9,24.377
15,higMSens,youngerAgeGroup,B,4,10,31.591
15,higMSens,youngerAgeGroup,B,5,1,27.853
15,higMSens,youngerAgeGroup,B,5,2,6.757
15,higMSens,youngerAgeGroup,B,5,3,10.084
15,higMSens,youngerAgeGroup,B,5,4,38.253
15,higMSens,youngerAgeGroup,B,5,5,21.095
15,higMSens,youngerAgeGroup,B,5,6,32.461
15,higMSens,youngerAgeGroup,B,5,7,38.704
15,higMSens,youngerAgeGroup,B,5,8,3.324
15,higMSens,youngerAgeGroup,B,5,9,-8.251
15,higMSens,youngerAgeGroup,B,5,10,23.512
15,higMSens,youngerAgeGroup,A,1,1,-14.583
15,higMSens,youngerAgeGroup,A,1,2,-10.506
15,higMSens,youngerAgeGroup,A,1,3,-45.718
15,higMSens,youngerAgeGroup,A,1,4,3.878
15,higMSens,youngerAgeGroup,A,1,5,-8.684
15,higMSens,youngerAgeGroup,A,1,6,-11.626
15,higMSens,youngerAgeGroup,A,1,7,-17.233
15,higMSens,youngerAgeGroup,A,1,8,-16.065
15,higMSens,youngerAgeGroup,A,1,9,4.441
15,higMSens,youngerAgeGroup,A,1,10,0.675
15,higMSens,youngerAgeGroup,A,2,1,-15.826
15,higMSens,youngerAgeGroup,A,2,2,-16.596
15,higMSens,youngerAgeGroup,A,2,3,-16.591
15,higMSens,youngerAgeGroup,A,2,4,11.079
15,higMSens,youngerAgeGroup,A,2,5,-14.969
15,higMSens,youngerAgeGroup,A,2,6,1.798
15,higMSens,youngerAgeGroup,A,2,7,-30.287
15,higMSens,youngerAgeGroup,A,2,8,-8.597
15,higMSens,youngerAgeGroup,A,2,9,-31.696
15,higMSens,youngerAgeGroup,A,2,10,-10.598
15,higMSens,youngerAgeGroup,A,3,1,11.066
15,higMSens,youngerAgeGroup,A,3,2,-25.493
15,higMSens,youngerAgeGroup,A,3,3,10.427
15,higMSens,youngerAgeGroup,A,3,4,-15.486
15,higMSens,youngerAgeGroup,A,3,5,5.958
15,higMSens,youngerAgeGroup,A,3,6,-31.386
15,higMSens,youngerAgeGroup,A,3,7,-10.217
15,higMSens,youngerAgeGroup,A,3,8,7.471
15,higMSens,youngerAgeGroup,A,3,9,-7.543
15,higMSens,youngerAgeGroup,A,3,10,-0.098
15,higMSens,youngerAgeGroup,A,4,1,-13.443
15,higMSens,youngerAgeGroup,A,4,2,-9.661
15,higMSens,youngerAgeGroup,A,4,3,32.398
15,higMSens,youngerAgeGroup,A,4,4,1.716
15,higMSens,youngerAgeGroup,A,4,5,-21.327
15,higMSens,youngerAgeGroup,A,4,6,18.301
15,higMSens,youngerAgeGroup,A,4,7,6.875
15,higMSens,youngerAgeGroup,A,4,8,-2.734
15,higMSens,youngerAgeGroup,A,4,9,-15.916
15,higMSens,youngerAgeGroup,A,4,10,-39.096
15,higMSens,youngerAgeGroup,A,5,1,-8.757
15,higMSens,youngerAgeGroup,A,5,2,10.037
15,higMSens,youngerAgeGroup,A,5,3,15.394
15,higMSens,youngerAgeGroup,A,5,4,10.976
15,higMSens,youngerAgeGroup,A,5,5,-27.694
15,higMSens,youngerAgeGroup,A,5,6,-7.77
15,higMSens,youngerAgeGroup,A,5,7,-4.218
15,higMSens,youngerAgeGroup,A,5,8,-9.201
15,higMSens,youngerAgeGroup,A,5,9,-6.197
15,higMSens,youngerAgeGroup,A,5,10,47.982
16,higMSens,youngerAgeGroup,B,1,1,-18.89
16,higMSens,youngerAgeGroup,B,1,2,-52.154
16,higMSens,youngerAgeGroup,B,1,3,-36.572
16,higMSens,youngerAgeGroup,B,1,4,2.037
16,higMSens,youngerAgeGroup,B,1,5,-16.637
16,higMSens,youngerAgeGroup,B,1,6,-59.635
16,higMSens,youngerAgeGroup,B,1,7,-17.544
16,higMSens,youngerAgeGroup,B,1,8,-5.542
16,higMSens,youngerAgeGroup,B,1,9,-16.091
16,higMSens,youngerAgeGroup,B,1,10,11.549
16,higMSens,youngerAgeGroup,B,2,1,19.498
16,higMSens,youngerAgeGroup,B,2,2,-37.33
16,higMSens,youngerAgeGroup,B,2,3,35.675
16,higMSens,youngerAgeGroup,B,2,4,-10.611
16,higMSens,youngerAgeGroup,B,2,5,-6.756
16,higMSens,youngerAgeGroup,B,2,6,-32.93
16,higMSens,youngerAgeGroup,B,2,7,26.923
16,higMSens,youngerAgeGroup,B,2,8,-6.986
16,higMSens,youngerAgeGroup,B,2,9,-35.352
16,higMSens,youngerAgeGroup,B,2,10,-35.251
16,higMSens,youngerAgeGroup,B,3,1,-15.257
16,higMSens,youngerAgeGroup,B,3,2,-17.626
16,higMSens,youngerAgeGroup,B,3,3,36.521
16,higMSens,youngerAgeGroup,B,3,4,-17.879
16,higMSens,youngerAgeGroup,B,3,5,-8.017
16,higMSens,youngerAgeGroup,B,3,6,6.493
16,higMSens,youngerAgeGroup,B,3,7,7.485
16,higMSens,youngerAgeGroup,B,3,8,19.789
16,higMSens,youngerAgeGroup,B,3,9,-11.442
16,higMSens,youngerAgeGroup,B,3,10,4.452
16,higMSens,youngerAgeGroup,B,4,1,42.207
16,higMSens,youngerAgeGroup,B,4,2,-15.933
16,higMSens,youngerAgeGroup,B,4,3,-12.051
16,higMSens,youngerAgeGroup,B,4,4,29.212
16,higMSens,youngerAgeGroup,B,4,5,-10.018
16,higMSens,youngerAgeGroup,B,4,6,25.109
16,higMSens,youngerAgeGroup,B,4,7,46.336
16,higMSens,youngerAgeGroup,B,4,8,34.428
16,higMSens,youngerAgeGroup,B,4,9,28.628
16,higMSens,youngerAgeGroup,B,4,10,22.411
16,higMSens,youngerAgeGroup,B,5,1,-42.908
16,higMSens,youngerAgeGroup,B,5,2,9.65
16,higMSens,youngerAgeGroup,B,5,3,-48.575
16,higMSens,youngerAgeGroup,B,5,4,2.208
16,higMSens,youngerAgeGroup,B,5,5,17.586
16,higMSens,youngerAgeGroup,B,5,6,9.463
16,higMSens,youngerAgeGroup,B,5,7,-0.146
16,higMSens,youngerAgeGroup,B,5,8,-19.056
16,higMSens,youngerAgeGroup,B,5,9,5.927
16,higMSens,youngerAgeGroup,B,5,10,14.698
16,higMSens,youngerAgeGroup,A,1,1,-6.628
16,higMSens,youngerAgeGroup,A,1,2,-29.826
16,higMSens,youngerAgeGroup,A,1,3,-61.266
16,higMSens,youngerAgeGroup,A,1,4,-43.3
16,higMSens,youngerAgeGroup,A,1,5,9.431
16,higMSens,youngerAgeGroup,A,1,6,-0.195
16,higMSens,youngerAgeGroup,A,1,7,-6.738
16,higMSens,youngerAgeGroup,A,1,8,-12.77
16,higMSens,youngerAgeGroup,A,1,9,-28.627
16,higMSens,youngerAgeGroup,A,1,10,-8.707
16,higMSens,youngerAgeGroup,A,2,1,-23.66
16,higMSens,youngerAgeGroup,A,2,2,35.337
16,higMSens,youngerAgeGroup,A,2,3,-63.069
16,higMSens,youngerAgeGroup,A,2,4,-36.564
16,higMSens,youngerAgeGroup,A,2,5,-65.964
16,higMSens,youngerAgeGroup,A,2,6,-20.31
16,higMSens,youngerAgeGroup,A,2,7,-23.493
16,higMSens,youngerAgeGroup,A,2,8,-23.779
16,higMSens,youngerAgeGroup,A,2,9,-11.871
16,higMSens,youngerAgeGroup,A,2,10,-35.43
16,higMSens,youngerAgeGroup,A,3,1,-23.211
16,higMSens,youngerAgeGroup,A,3,2,-36.892
16,higMSens,youngerAgeGroup,A,3,3,7.493
16,higMSens,youngerAgeGroup,A,3,4,-18.189
16,higMSens,youngerAgeGroup,A,3,5,-4.966
16,higMSens,youngerAgeGroup,A,3,6,15.158
16,higMSens,youngerAgeGroup,A,3,7,22.859
16,higMSens,youngerAgeGroup,A,3,8,-6.666
16,higMSens,youngerAgeGroup,A,3,9,-0.269
16,higMSens,youngerAgeGroup,A,3,10,8.146
16,higMSens,youngerAgeGroup,A,4,1,11.687
16,higMSens,youngerAgeGroup,A,4,2,22.609
16,higMSens,youngerAgeGroup,A,4,3,-28.641
16,higMSens,youngerAgeGroup,A,4,4,-14.557
16,higMSens,youngerAgeGroup,A,4,5,24.032
16,higMSens,youngerAgeGroup,A,4,6,26.927
16,higMSens,youngerAgeGroup,A,4,7,-10.336
16,higMSens,youngerAgeGroup,A,4,8,18.815
16,higMSens,youngerAgeGroup,A,4,9,34.943
16,higMSens,youngerAgeGroup,A,4,10,15.089
16,higMSens,youngerAgeGroup,A,5,1,-11.939
16,higMSens,youngerAgeGroup,A,5,2,-16.422
16,higMSens,youngerAgeGroup,A,5,3,-14.871
16,higMSens,youngerAgeGroup,A,5,4,6.613
16,higMSens,youngerAgeGroup,A,5,5,-1.421
16,higMSens,youngerAgeGroup,A,5,6,-6.104
16,higMSens,youngerAgeGroup,A,5,7,35.092
16,higMSens,youngerAgeGroup,A,5,8,-9.749
16,higMSens,youngerAgeGroup,A,5,9,-2.852
16,higMSens,youngerAgeGroup,A,5,10,3.533
17,lowMSens,olderAgeGroup,B,1,1,5.381
17,lowMSens,olderAgeGroup,B,1,2,-36.068
17,lowMSens,olderAgeGroup,B,1,3,-6.217
17,lowMSens,olderAgeGroup,B,1,4,-41.193
17,lowMSens,olderAgeGroup,B,1,5,3.601
17,lowMSens,olderAgeGroup,B,1,6,14.211
17,lowMSens,olderAgeGroup,B,1,7,-5.097
17,lowMSens,olderAgeGroup,B,1,8,-4.623
17,lowMSens,olderAgeGroup,B,1,9,19.184
17,lowMSens,olderAgeGroup,B,1,10,-8.637
17,lowMSens,olderAgeGroup,B,2,1,-28.706
17,lowMSens,olderAgeGroup,B,2,2,-13.816
17,lowMSens,olderAgeGroup,B,2,3,-39.296
17,lowMSens,olderAgeGroup,B,2,4,-3.092
17,lowMSens,olderAgeGroup,B,2,5,0.328
17,lowMSens,olderAgeGroup,B,2,6,28.039
17,lowMSens,olderAgeGroup,B,2,7,-3.699
17,lowMSens,olderAgeGroup,B,2,8,-15.919
17,lowMSens,olderAgeGroup,B,2,9,10.781
17,lowMSens,olderAgeGroup,B,2,10,-18.128
17,lowMSens,olderAgeGroup,B,3,1,-24.376
17,lowMSens,olderAgeGroup,B,3,2,-20.999
17,lowMSens,olderAgeGroup,B,3,3,30.834
17,lowMSens,olderAgeGroup,B,3,4,16.804
17,lowMSens,olderAgeGroup,B,3,5,1.304
17,lowMSens,olderAgeGroup,B,3,6,12.425
17,lowMSens,olderAgeGroup,B,3,7,33.007
17,lowMSens,olderAgeGroup,B,3,8,-0.498
17,lowMSens,olderAgeGroup,B,3,9,17.503
17,lowMSens,olderAgeGroup,B,3,10,15.178
17,lowMSens,olderAgeGroup,B,4,1,2.105
17,lowMSens,olderAgeGroup,B,4,2,29.444
17,lowMSens,olderAgeGroup,B,4,3,11.332
17,lowMSens,olderAgeGroup,B,4,4,-3.466
17,lowMSens,olderAgeGroup,B,4,5,10.949
17,lowMSens,olderAgeGroup,B,4,6,14.196
17,lowMSens,olderAgeGroup,B,4,7,9.105
17,lowMSens,olderAgeGroup,B,4,8,14.124
17,lowMSens,olderAgeGroup,B,4,9,41.061
17,lowMSens,olderAgeGroup,B,4,10,10.689
17,lowMSens,olderAgeGroup,B,5,1,18.368
17,lowMSens,olderAgeGroup,B,5,2,0.736
17,lowMSens,olderAgeGroup,B,5,3,28.202
17,lowMSens,olderAgeGroup,B,5,4,1.099
17,lowMSens,olderAgeGroup,B,5,5,2.616
17,lowMSens,olderAgeGroup,B,5,6,33.881
17,lowMSens,olderAgeGroup,B,5,7,14.858
17,lowMSens,olderAgeGroup,B,5,8,24.617
17,lowMSens,olderAgeGroup,B,5,9,26.71
17,lowMSens,olderAgeGroup,B,5,10,24.278
17,lowMSens,olderAgeGroup,A,1,1,-14.897
17,lowMSens,olderAgeGroup,A,1,2,-10.336
17,lowMSens,olderAgeGroup,A,1,3,-9.083
17,lowMSens,olderAgeGroup,A,1,4,-13.777
17,lowMSens,olderAgeGroup,A,1,5,-15.61
17,lowMSens,olderAgeGroup,A,1,6,-24.619
17,lowMSens,olderAgeGroup,A,1,7,-10.532
17,lowMSens,olderAgeGroup,A,1,8,15.869
17,lowMSens,olderAgeGroup,A,1,9,6.612
17,lowMSens,olderAgeGroup,A,1,10,6.875
17,lowMSens,olderAgeGroup,A,2,1,-42.497
17,lowMSens,olderAgeGroup,A,2,2,-12.842
17,lowMSens,olderAgeGroup,A,2,3,-14.135
17,lowMSens,olderAgeGroup,A,2,4,1.719
17,lowMSens,olderAgeGroup,A,2,5,-28.297
17,lowMSens,olderAgeGroup,A,2,6,-21.049
17,lowMSens,olderAgeGroup,A,2,7,-33.77
17,lowMSens,olderAgeGroup,A,2,8,-34.246
17,lowMSens,olderAgeGroup,A,2,9,1.833
17,lowMSens,olderAgeGroup,A,2,10,-10.314
17,lowMSens,olderAgeGroup,A,3,1,-15.947
17,lowMSens,olderAgeGroup,A,3,2,-26.878
17,lowMSens,olderAgeGroup,A,3,3,8.439
17,lowMSens,olderAgeGroup,A,3,4,5.035
17,lowMSens,olderAgeGroup,A,3,5,-10.573
17,lowMSens,olderAgeGroup,A,3,6,-13.781
17,lowMSens,olderAgeGroup,A,3,7,-10.405
17,lowMSens,olderAgeGroup,A,3,8,-0.104
17,lowMSens,olderAgeGroup,A,3,9,-23.217
17,lowMSens,olderAgeGroup,A,3,10,20.985
17,lowMSens,olderAgeGroup,A,4,1,-9.892
17,lowMSens,olderAgeGroup,A,4,2,2.897
17,lowMSens,olderAgeGroup,A,4,3,2.905
17,lowMSens,olderAgeGroup,A,4,4,-8.409
17,lowMSens,olderAgeGroup,A,4,5,-12.64
17,lowMSens,olderAgeGroup,A,4,6,19.011
17,lowMSens,olderAgeGroup,A,4,7,13.408
17,lowMSens,olderAgeGroup,A,4,8,1.723
17,lowMSens,olderAgeGroup,A,4,9,-3.294
17,lowMSens,olderAgeGroup,A,4,10,19.362
17,lowMSens,olderAgeGroup,A,5,1,-19.928
17,lowMSens,olderAgeGroup,A,5,2,-1.386
17,lowMSens,olderAgeGroup,A,5,3,-10.791
17,lowMSens,olderAgeGroup,A,5,4,-18.465
17,lowMSens,olderAgeGroup,A,5,5,-0.6
17,lowMSens,olderAgeGroup,A,5,6,20.841
17,lowMSens,olderAgeGroup,A,5,7,13.895
17,lowMSens,olderAgeGroup,A,5,8,8.818
17,lowMSens,olderAgeGroup,A,5,9,4.694
17,lowMSens,olderAgeGroup,A,5,10,7.478
18,higMSens,olderAgeGroup,B,1,1,-64.754
18,higMSens,olderAgeGroup,B,1,2,-50.573
18,higMSens,olderAgeGroup,B,1,3,-12.746
